161,434
148,434
148,438
147,439
103,439
102,438
102,434
90,434
89,433
89,430
81,430
80,429
80,425
72,425
71,424
71,421
67,421
66,420
66,416
63,416
62,415
62,412
58,412
57,411
57,403
54,403
53,402
53,367
54,366
57,366
57,362
58,361
80,361
81,362
81,366
89,366
90,367
90,370
102,370
103,371
103,375
120,375
121,376
121,379
125,379
125,353
126,352
129,352
129,349
130,348
134,348
134,344
135,343
147,343
148,344
148,348
156,348
157,349
157,352
161,352
162,353
162,357
165,357
166,358
166,366
170,366
171,367
171,370
174,370
175,371
175,379
179,379
180,380
180,388
183,388
184,389
184,406
206,406
206,403
207,402
224,402
224,398
225,397
237,397
237,394
238,393
246,393
246,389
247,388
260,388
260,385
261,384
269,384
269,380
270,379
278,379
278,376
279,375
287,375
287,371
288,370
296,370
296,367
297,366
300,366
300,362
301,361
309,361
309,358
310,357
314,357
314,353
315,352
323,352
323,349
324,348
327,348
327,344
328,343
332,343
332,340
333,339
341,339
341,335
342,334
345,334
345,331
346,330
350,330
350,326
351,325
354,325
354,322
355,321
359,321
359,317
360,316
363,316
363,313
364,312
368,312
368,304
369,303
372,303
372,295
373,294
377,294
377,286
373,286
372,285
372,281
310,281
309,280
309,277
297,277
296,276
296,272
283,272
282,271
282,268
270,268
269,267
269,263
265,263
264,262
264,259
256,259
255,258
255,254
247,254
246,253
246,250
243,250
242,249
242,245
238,245
237,244
237,241
234,241
233,240
233,236
229,236
228,235
228,227
225,227
224,226
224,223
220,223
219,222
219,209
216,209
215,208
215,196
211,196
210,195
210,178
211,177
215,177
215,160
216,159
219,159
219,151
220,150
224,150
224,142
225,141
228,141
228,137
229,136
233,136
233,133
234,132
237,132
237,128
238,127
242,127
242,124
243,123
246,123
246,119
247,118
251,118
251,115
252,114
255,114
255,110
256,109
264,109
264,106
265,105
269,105
269,101
270,100
278,100
278,97
279,96
287,96
287,92
288,91
300,91
300,88
301,87
314,87
314,83
315,82
332,82
332,79
333,78
381,78
382,79
382,87
381,88
378,88
378,91
377,92
337,92
337,96
336,97
315,97
315,100
314,101
306,101
306,105
305,106
292,106
292,109
291,110
283,110
283,114
282,115
274,115
274,118
273,119
270,119
270,123
269,124
261,124
261,127
260,128
256,128
256,132
255,133
252,133
252,136
251,137
247,137
247,141
246,142
243,142
243,145
242,146
238,146
238,154
237,155
234,155
234,163
233,164
229,164
229,181
228,182
225,182
225,190
228,190
229,191
229,204
233,204
234,205
234,217
237,217
238,218
238,222
242,222
243,223
243,226
246,226
247,227
247,231
251,231
252,232
252,235
255,235
256,236
256,240
260,240
261,241
261,244
264,244
265,245
265,249
273,249
274,250
274,253
282,253
283,254
283,258
296,258
297,259
297,262
314,262
315,263
315,267
399,267
399,263
400,262
417,262
417,259
418,258
431,258
431,254
432,253
440,253
440,250
441,249
449,249
449,245
450,244
458,244
458,241
459,240
462,240
462,236
463,235
467,235
467,232
468,231
471,231
471,227
472,226
476,226
476,223
477,222
480,222
480,218
481,217
485,217
485,214
486,213
489,213
489,205
490,204
494,204
494,187
495,186
498,186
498,169
495,169
494,168
494,151
490,151
489,150
489,137
486,137
485,136
485,128
481,128
480,127
480,119
477,119
476,118
476,115
472,115
471,114
471,110
468,110
467,109
467,106
463,106
462,105
462,101
459,101
458,100
458,97
454,97
453,96
453,92
445,92
444,91
444,88
436,88
435,87
435,83
427,83
426,82
426,79
414,79
413,78
413,74
342,74
341,73
end,
