341,61
342,60
413,60
414,61
414,64
431,64
432,65
432,69
440,69
441,70
441,73
449,73
450,74
450,78
458,78
459,79
459,82
467,82
468,83
468,87
471,87
472,88
472,91
476,91
477,92
477,96
480,96
481,97
481,100
485,100
486,101
486,109
489,109
490,110
490,114
494,114
495,115
495,123
498,123
499,124
499,132
503,132
504,133
504,145
507,145
508,146
508,163
512,163
513,164
513,186
512,187
508,187
508,204
507,205
504,205
504,213
503,214
499,214
499,222
498,223
495,223
495,231
494,232
490,232
490,235
489,236
486,236
486,240
485,241
481,241
481,244
480,245
477,245
477,249
476,250
468,250
468,253
467,254
459,254
459,258
458,259
454,259
454,262
453,263
445,263
445,267
444,268
432,268
432,271
431,272
418,272
418,276
417,277
400,277
400,280
399,281
391,281
391,285
395,285
396,286
396,289
399,289
400,290
400,294
404,294
405,295
405,298
413,298
414,299
414,303
417,303
418,304
418,307
426,307
427,308
427,312
440,312
441,313
441,316
449,316
450,317
450,321
462,321
463,322
463,325
480,325
481,326
481,330
503,330
504,331
504,334
539,334
540,335
540,339
588,339
588,335
589,334
611,334
611,313
612,312
615,312
615,299
616,298
620,298
620,290
621,289
624,289
624,286
625,285
629,285
629,277
630,276
633,276
633,272
634,271
642,271
642,268
643,267
647,267
647,263
648,262
660,262
661,263
661,267
665,267
666,268
666,271
669,271
670,272
670,298
678,298
678,295
679,294
692,294
692,290
693,289
705,289
705,286
706,285
719,285
719,281
720,280
737,280
738,281
738,285
741,285
742,286
742,298
746,298
747,299
747,307
746,308
742,308
742,321
741,322
738,322
738,330
737,331
733,331
733,334
732,335
729,335
729,339
728,340
724,340
724,343
723,344
720,344
720,348
719,349
711,349
711,352
710,353
697,353
697,357
696,358
643,358
642,357
642,353
630,353
629,352
629,349
621,349
620,348
620,344
612,344
612,348
611,349
589,349
589,352
588,353
531,353
530,352
530,349
495,349
494,348
494,344
477,344
476,343
476,340
459,340
458,339
458,335
450,335
449,334
449,331
436,331
435,330
435,326
427,326
426,325
426,322
418,322
417,321
417,317
409,317
408,316
408,313
400,313
400,316
404,316
405,317
405,334
408,334
409,335
409,366
413,366
414,367
414,438
413,439
409,439
409,469
408,470
405,470
405,492
404,493
400,493
400,510
399,511
396,511
396,532
399,532
400,533
400,541
404,541
405,542
405,546
408,546
409,547
409,555
413,555
414,556
414,564
417,564
418,565
418,573
422,573
423,574
423,582
426,582
427,583
427,595
431,595
432,596
432,604
435,604
436,605
436,618
440,618
441,619
441,631
444,631
445,632
445,645
449,645
450,646
450,667
453,667
454,668
454,690
458,690
459,691
459,753
458,754
454,754
454,762
467,762
467,758
468,757
485,757
485,754
486,753
539,753
540,754
540,757
552,757
553,758
553,762
561,762
562,763
562,766
566,766
567,767
567,771
570,771
571,772
571,775
575,775
576,776
576,784
579,784
580,785
580,793
584,793
585,794
585,811
584,812
558,812
557,811
557,808
522,808
521,807
521,803
454,803
454,807
453,808
432,808
431,807
431,794
432,793
453,793
453,790
454,789
530,789
531,790
531,793
561,793
562,794
562,798
566,798
566,790
562,790
561,789
561,781
553,781
552,780
552,776
549,776
548,775
548,772
535,772
534,771
534,767
490,767
490,771
489,772
472,772
472,775
471,776
459,776
459,780
458,781
450,781
450,784
449,785
436,785
435,784
435,772
436,771
440,771
440,745
441,744
444,744
444,695
441,695
440,694
440,668
436,668
435,667
435,650
432,650
431,649
431,637
427,637
426,636
426,623
423,623
422,622
422,610
418,610
417,609
417,601
414,601
413,600
413,587
409,587
408,586
408,578
405,578
404,577
404,569
400,569
399,568
399,560
396,560
395,559
395,551
391,551
390,550
390,547
387,547
387,559
386,560
382,560
382,577
381,578
378,578
378,591
377,592
373,592
373,609
372,610
369,610
369,618
368,619
364,619
364,631
363,632
360,632
360,640
359,641
355,641
355,654
354,655
351,655
351,663
350,664
346,664
346,672
345,673
342,673
342,681
341,682
337,682
337,690
336,691
333,691
333,694
332,695
328,695
328,703
327,704
324,704
324,712
323,713
319,713
319,717
318,718
315,718
315,726
314,727
310,727
310,730
309,731
306,731
306,739
305,740
301,740
301,744
300,745
297,745
297,748
296,749
292,749
292,757
296,757
296,754
297,753
314,753
314,749
315,748
372,748
373,749
373,753
381,753
382,754
382,757
386,757
387,758
387,762
390,762
391,763
391,766
395,766
396,767
396,798
395,799
391,799
391,807
390,808
369,808
368,807
368,803
337,803
336,802
336,799
261,799
261,802
260,803
243,803
242,802
242,790
243,789
255,789
255,785
256,784
341,784
342,785
342,789
372,789
373,790
373,793
377,793
377,790
378,789
381,789
381,772
378,772
377,771
377,767
369,767
368,766
368,763
319,763
319,766
318,767
301,767
301,771
300,772
288,772
288,775
287,776
274,776
274,780
273,781
256,781
255,780
255,772
256,771
260,771
260,767
261,766
264,766
264,758
265,757
269,757
269,754
270,753
273,753
273,749
274,748
278,748
278,745
279,744
282,744
282,740
283,739
287,739
287,731
288,730
291,730
291,727
292,726
296,726
296,722
297,721
300,721
300,713
301,712
305,712
305,709
306,708
309,708
309,700
310,699
314,699
314,691
315,690
318,690
318,686
319,685
323,685
323,677
324,676
327,676
327,668
328,667
332,667
332,659
333,658
336,658
336,650
337,649
341,649
341,637
342,636
345,636
345,628
346,627
350,627
350,619
351,618
354,618
354,605
355,604
359,604
359,592
360,591
363,591
363,574
364,573
368,573
368,560
369,559
372,559
372,538
373,537
377,537
377,520
378,519
381,519
381,506
382,505
386,505
386,488
387,487
390,487
390,466
391,465
395,465
395,430
396,429
399,429
399,367
396,367
395,366
395,340
391,340
390,339
390,322
387,322
386,321
386,313
382,313
382,316
381,317
378,317
378,321
377,322
373,322
373,325
372,326
369,326
369,330
368,331
364,331
364,334
363,335
360,335
360,339
359,340
355,340
355,343
354,344
351,344
351,348
350,349
346,349
346,352
345,353
342,353
342,357
341,358
333,358
333,361
332,362
328,362
328,366
327,367
319,367
319,370
318,371
315,371
315,375
314,376
306,376
306,379
305,380
301,380
301,384
300,385
292,385
292,388
291,389
283,389
283,393
282,394
274,394
274,397
273,398
265,398
265,402
264,403
252,403
252,406
251,407
243,407
243,411
242,412
225,412
225,415
224,416
207,416
207,420
206,421
180,421
180,424
179,425
171,425
171,429
170,430
162,430
162,433
